#{"t_start": 1741831156.5895624, "env_id": "None"}
r,l,t
-905.623428,513,745.907136
-24.670077,513,753.657503
2138.673273,513,767.14109
744.455376,513,774.734588
-1281.127166,513,782.228274
-750.636857,513,789.734776
-564.300156,513,797.203931
-560.251991,513,804.714915
-564.299802,513,812.164066
-493.329989,513,819.632768
386.374192,513,827.109157
-205.102417,513,834.56382
-382.166034,513,842.025082
-807.518889,513,849.502855
-413.077885,513,856.98812
-728.693008,513,864.548016
-543.349606,513,877.736578
23.283664,513,885.312588
106.782229,513,892.89344
99.250452,513,900.558985
-213.073052,513,908.217336
-742.564575,513,915.898659
-881.287262,513,924.948566
-511.087834,513,931.315974
-564.299962,513,939.003505
-487.379025,513,946.720031
-430.080763,513,955.715137
-376.584353,513,962.131425
-732.339903,513,969.796636
-546.695432,513,977.410668
276.718642,513,990.84468
-1140.811233,513,998.508952
-545.817191,513,1006.144887
-564.162399,513,1013.759734
-564.299988,513,1021.364185
-564.29997,513,1028.964998
-537.539644,513,1036.616342
-564.299838,513,1044.184434
-564.300018,513,1051.761698
-564.299858,513,1059.344862
-563.8339,513,1066.927854
-564.299956,513,1074.482276
-533.805804,513,1082.089019
-157.708784,513,1089.72762
-697.46399,513,1103.02592
-455.794483,513,1110.667063
-490.410191,513,1118.319089
-560.686755,513,1126.013914
-564.299994,513,1133.705515
-563.787902,513,1141.421078
453.612701,513,1149.151696
-750.091087,513,1156.836679
-362.124134,513,1164.522164
343.016829,513,1172.186412
2850.14733,513,1180.065436
-477.231929,513,1188.058855
-1939.923471,513,1196.078939
-535.717814,513,1203.944732
263.284978,513,1217.831106
-106.536903,513,1225.786276
-556.684703,513,1233.76362
875.750703,513,1241.690798
284.072225,513,1249.456603
-417.489822,513,1257.101647
-591.497446,513,1264.748355
-339.083863,513,1272.410799
-584.936725,513,1280.077026
-965.434135,513,1287.742762
-236.482369,513,1295.360027
1.275644,513,1302.936709
-1099.704563,513,1310.511912
-551.30436,513,1318.081414
383.512793,513,1331.235131
2136.607044,513,1338.924844
-1455.932904,513,1346.563034
-556.527048,513,1354.081594
-570.008604,513,1361.601562
-350.835902,513,1369.122227
-680.75394,513,1376.584916
-530.006631,513,1384.927612
65.623428,513,1391.556039
485.158697,513,1399.035256
